"","Year","State","type","production","Measures","Materials","Chemical","Value"
"1228",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(MUSTARD OIL = 4901)","INSECTICIDE","(D)"
"1229",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(NALED = 34401)","INSECTICIDE","(D)"
"1230",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(NOVALURON = 124002)","INSECTICIDE","(D)"
"1231",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(SPINETORAM = 110007)","INSECTICIDE","(D)"
"1232",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(SPIROMESIFEN = 24875)","INSECTICIDE","(D)"
"1233",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
"1234",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TOTAL)","INSECTICIDE","102,700"
"1235",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(CYTOKININS = 116801)","OTHER","(D)"
"1236",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(DIMETHYL DISULFIDE (DMDS) = 29088)","OTHER","(D)"
"1237",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(REYNOUTRIA SACHALINE = 55809)","OTHER","(D)"
"1238",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB","(TOTAL)","OTHER","(D)"
"1239",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB"," ","(NITROGEN)","136,000"
"1240",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB"," ","(PHOSPHATE)","42,000"
"1241",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB"," ","(POTASH)","173,000"
"1242",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(AZOXYSTROBIN = 128810)","FUNGICIDE","(D)"
"1243",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CAPTAN = 81301)","FUNGICIDE","1.858"
"1244",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE","(D)"
"1245",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
"1246",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","FUNGICIDE","0.33"
"1247",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(DIFENOCONAZOLE = 128847)","FUNGICIDE","(D)"
"1248",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"1249",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","FUNGICIDE","0.221"
"1250",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FLUOPYRAM = 80302)","FUNGICIDE","(D)"
"1251",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(IPRODIONE = 109801)","FUNGICIDE","(D)"
"1252",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(ISOFETAMID = 270000)","FUNGICIDE","(D)"
"1253",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
"1254",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(PENTHIOPYRAD = 90112)","FUNGICIDE","(D)"
"1255",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(PROPICONAZOLE = 122101)","FUNGICIDE","(D)"
"1256",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
"1257",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(SULFUR = 77501)","FUNGICIDE","(D)"
"1258",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","(D)"
"1259",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(THIRAM = 79801)","FUNGICIDE","1.632"
"1260",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","(D)"
"1261",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
"1262",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
"1263",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(NAPROPAMIDE = 103001)","HERBICIDE","(D)"
"1264",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
"1265",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(PARAQUAT = 61601)","HERBICIDE","(D)"
"1266",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(ABAMECTIN = 122804)","INSECTICIDE","(D)"
"1267",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(ACETAMIPRID = 99050)","INSECTICIDE","(D)"
"1268",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BIFENAZATE = 586)","INSECTICIDE","(D)"
"1269",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
"1270",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE","(NA)"
"1271",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
"1272",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","(D)"
"1273",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(FLONICAMID = 128016)","INSECTICIDE","(D)"
"1274",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(MALATHION = 57701)","INSECTICIDE","(D)"
"1275",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(MUSTARD OIL = 4901)","INSECTICIDE","(D)"
"1276",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(NALED = 34401)","INSECTICIDE","(D)"
"1277",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(NOVALURON = 124002)","INSECTICIDE","(D)"
"1278",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(SPINETORAM = 110007)","INSECTICIDE","(D)"
"1279",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(SPIROMESIFEN = 24875)","INSECTICIDE","(D)"
"1280",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
"1281",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(CYTOKININS = 116801)","OTHER","(D)"
"1282",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(DIMETHYL DISULFIDE (DMDS) = 29088)","OTHER","(D)"
"1283",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","(REYNOUTRIA SACHALINE = 55809)","OTHER","(D)"
"1284",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," ","(NITROGEN)","1"
"1285",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," ","(PHOSPHATE)","(Z)"
"1286",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," ","(POTASH)","1"
"1287",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(AZOXYSTROBIN = 128810)","FUNGICIDE","(D)"
"1288",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(CAPTAN = 81301)","FUNGICIDE","9.193"
"1289",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE","(D)"
"1290",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
"1291",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(CYPRODINIL = 288202)","FUNGICIDE","0.997"
"1292",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(DIFENOCONAZOLE = 128847)","FUNGICIDE","(D)"
"1293",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"1294",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(FLUDIOXONIL = 71503)","FUNGICIDE","0.501"
"1295",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(FLUOPYRAM = 80302)","FUNGICIDE","(D)"
"1296",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(IPRODIONE = 109801)","FUNGICIDE","(D)"
"1297",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(ISOFETAMID = 270000)","FUNGICIDE","(D)"
"1298",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
"1299",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(PENTHIOPYRAD = 90112)","FUNGICIDE","(D)"
"1300",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(PROPICONAZOLE = 122101)","FUNGICIDE","(D)"
"1301",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
"1302",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(SULFUR = 77501)","FUNGICIDE","(D)"
"1303",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","(D)"
"1304",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(THIRAM = 79801)","FUNGICIDE","6.049"
"1305",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","(D)"
"1306",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
"1307",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
"1308",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(NAPROPAMIDE = 103001)","HERBICIDE","(D)"
"1309",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
"1310",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(PARAQUAT = 61601)","HERBICIDE","(D)"
"1311",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(ABAMECTIN = 122804)","INSECTICIDE","(D)"
"1312",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(ACETAMIPRID = 99050)","INSECTICIDE","(D)"
"1313",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(BIFENAZATE = 586)","INSECTICIDE","(D)"
"1314",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
"1315",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE","(NA)"
"1316",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
"1317",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","(D)"
"1318",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(FLONICAMID = 128016)","INSECTICIDE","(D)"
"1319",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(MALATHION = 57701)","INSECTICIDE","(D)"
"1320",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(MUSTARD OIL = 4901)","INSECTICIDE","(D)"
"1321",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(NALED = 34401)","INSECTICIDE","(D)"
"1322",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(NOVALURON = 124002)","INSECTICIDE","(D)"
"1323",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(SPINETORAM = 110007)","INSECTICIDE","(D)"
"1324",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(SPIROMESIFEN = 24875)","INSECTICIDE","(D)"
"1325",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
"1326",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(CYTOKININS = 116801)","OTHER","(D)"
"1327",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(DIMETHYL DISULFIDE (DMDS) = 29088)","OTHER","(D)"
"1328",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR","(REYNOUTRIA SACHALINE = 55809)","OTHER","(D)"
"1329",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," ","(NITROGEN)","14"
"1330",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," ","(PHOSPHATE)","4"
"1331",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," ","(POTASH)","17"
"1332",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(AZOXYSTROBIN = 128810)","FUNGICIDE","(D)"
"1333",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CAPTAN = 81301)","FUNGICIDE","4.9"
"1334",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(COPPER CHLORIDE HYD. = 23501)","FUNGICIDE","(D)"
"1335",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
"1336",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CYPRODINIL = 288202)","FUNGICIDE","3"
"1337",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(DIFENOCONAZOLE = 128847)","FUNGICIDE","(D)"
"1338",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
"1339",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FLUDIOXONIL = 71503)","FUNGICIDE","2.3"
"1340",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FLUOPYRAM = 80302)","FUNGICIDE","(D)"
"1341",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(IPRODIONE = 109801)","FUNGICIDE","(D)"
"1342",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(ISOFETAMID = 270000)","FUNGICIDE","(D)"
"1343",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
"1344",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PENTHIOPYRAD = 90112)","FUNGICIDE","(D)"
"1345",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PROPICONAZOLE = 122101)","FUNGICIDE","(D)"
"1346",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PYRIMETHANIL = 288201)","FUNGICIDE","(D)"
"1347",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(SULFUR = 77501)","FUNGICIDE","(D)"
"1348",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","(D)"
"1349",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(THIRAM = 79801)","FUNGICIDE","3.7"
"1350",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","(D)"
"1351",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FLUMIOXAZIN = 129034)","HERBICIDE","(D)"
"1352",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
"1353",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(NAPROPAMIDE = 103001)","HERBICIDE","(D)"
"1354",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
"1355",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(PARAQUAT = 61601)","HERBICIDE","(D)"
"1356",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(ABAMECTIN = 122804)","INSECTICIDE","(D)"
"1357",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(ACETAMIPRID = 99050)","INSECTICIDE","(D)"
"1358",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BIFENAZATE = 586)","INSECTICIDE","(D)"
"1359",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BIFENTHRIN = 128825)","INSECTICIDE","(D)"
"1360",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE","(D)"
"1361",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(D)"
"1362",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","(D)"
"1363",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(FLONICAMID = 128016)","INSECTICIDE","(D)"
"1364",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(MALATHION = 57701)","INSECTICIDE","(D)"
"1365",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(MUSTARD OIL = 4901)","INSECTICIDE","(D)"
"1366",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(NALED = 34401)","INSECTICIDE","(D)"
"1367",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(NOVALURON = 124002)","INSECTICIDE","(D)"
"1368",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(SPINETORAM = 110007)","INSECTICIDE","(D)"
"1369",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(SPIROMESIFEN = 24875)","INSECTICIDE","(D)"
"1370",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
"1371",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(CYTOKININS = 116801)","OTHER","(D)"
"1372",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(DIMETHYL DISULFIDE (DMDS) = 29088)","OTHER","(D)"
"1373",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER","(REYNOUTRIA SACHALINE = 55809)","OTHER","(D)"
"1374",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER"," ","(NITROGEN)","18"
"1375",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER"," ","(PHOSPHATE)","17.6"
"1376",2018,"FLORIDA","BEARING","APPLICATIONS","MEASURED IN NUMBER"," ","(POTASH)","18"
"1377",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(AZOXYSTROBIN = 128810)","FUNGICIDE","2,300"
"1378",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","FUNGICIDE","(NA)"
"1379",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(BACILLUS PUMILUS = 6485)","FUNGICIDE","(NA)"
"1380",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(BACILLUS SUBTILIS = 6479)","FUNGICIDE","(NA)"
"1381",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(BLAD = 30006)","FUNGICIDE","4,400"
"1382",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(BORAX DECAHYDRATE = 11102)","FUNGICIDE","(D)"
"1383",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(BOSCALID = 128008)","FUNGICIDE","11,000"
"1384",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(CAPTAN = 81301)","FUNGICIDE","222,600"
"1385",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(COPPER OXIDE = 25601)","FUNGICIDE","(D)"
"1386",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(CYFLUFENAMID = 555550)","FUNGICIDE","300"
"1387",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(CYPRODINIL = 288202)","FUNGICIDE","13,700"
"1388",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(FENHEXAMID = 90209)","FUNGICIDE","20,800"
"1389",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(FLUDIOXONIL = 71503)","FUNGICIDE","9,200"
"1390",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(FLUOPYRAM = 80302)","FUNGICIDE","1,000"
"1391",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(FLUXAPYROXAD = 138009)","FUNGICIDE","2,900"
"1392",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(FOSETYL-AL = 123301)","FUNGICIDE","(D)"
"1393",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(IPRODIONE = 109801)","FUNGICIDE","(D)"
"1394",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(MEFENOXAM = 113502)","FUNGICIDE","2,300"
"1395",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
"1396",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(MYCLOBUTANIL = 128857)","FUNGICIDE","2,900"
"1397",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(PENTHIOPYRAD = 90112)","FUNGICIDE","4,500"
"1398",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","700"
"1399",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(POTASSIUM BICARBON. = 73508)","FUNGICIDE","32,100"
"1400",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(PROPICONAZOLE = 122101)","FUNGICIDE","2,200"
"1401",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(PYRACLOSTROBIN = 99100)","FUNGICIDE","8,700"
"1402",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(PYRIMETHANIL = 288201)","FUNGICIDE","14,100"
"1403",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(QUINOLINE = 55459)","FUNGICIDE","3,500"
"1404",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(STREPTOMYCES LYDICUS = 6327)","FUNGICIDE","(NA)"
"1405",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(SULFUR = 77501)","FUNGICIDE","637,100"
"1406",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(TETRACONAZOLE = 120603)","FUNGICIDE","600"
"1407",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","6,700"
"1408",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(THIRAM = 79801)","FUNGICIDE","(D)"
"1409",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(TOTAL)","FUNGICIDE","1,035,100"
"1410",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(TRIFLOXYSTROBIN = 129112)","FUNGICIDE","1,900"
"1411",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(TRIFLUMIZOLE = 128879)","FUNGICIDE","5,600"
"1412",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(AMMONIUM PELARGONATE = 31802)","HERBICIDE","(D)"
"1413",2016,"CALIFORNIA","BEARING","APPLICATIONS","MEASURED IN LB","(FLUMIOXAZIN = 129034)","HERBICIDE","500"
